recv_time_sec,plan_stamp_sec,num_points,goal_x,goal_y,goal_z
1775398524.363103151,1775398524.362191677,48,1.893000095,0.842000191,5.000000000
1775398524.464717150,1775398524.463087082,48,1.893000095,0.842000191,5.000000000
1775398524.564255238,1775398524.562501669,47,1.893000095,0.842000191,5.000000000
1775398524.662802458,1775398524.661558867,42,1.743000000,0.842000191,5.000000000
1775398524.762079239,1775398524.760666847,42,1.743000000,0.842000191,5.000000000
1775398524.867161751,1775398524.862793446,42,1.743000000,0.842000191,5.000000000
1775398524.964748144,1775398524.963871002,41,1.743000000,0.842000191,5.000000000
1775398525.065037489,1775398525.063586473,41,1.743000000,0.842000191,5.000000000
1775398525.164001465,1775398525.163211107,35,1.743000000,0.842000191,5.000000000
1775398525.265212536,1775398525.264347076,34,1.743000000,0.842000191,5.000000000
1775398525.366586447,1775398525.365247726,34,1.743000000,0.842000191,5.000000000
1775398525.467096329,1775398525.466301680,33,1.743000000,0.842000191,5.000000000
1775398525.566075563,1775398525.564664841,33,1.743000000,0.842000191,5.000000000
